model,WER,time_seconds,peak_gpu_MB
nvidia/parakeet-tdt-0.6b-v2,0.01892498478393183,378.235976934433,4782.6337890625
nvidia/parakeet-tdt-0.6b-v3,0.02118837492391966,393.43646454811096,4930.5712890625
